City,Year,Sport,Discipline,Event,Athlete,Gender,Country,Medal
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"SUNDQVIST, Karl",Men,Sweden,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"ROSSI, Antonio",Men,Italy,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"HOLMANN, Knut",Men,Norway,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"GRAHAM, Kelvin John",Men,Australia,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"WOOD, Steven Michael",Men,Australia,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"GYULAY, Zsolt",Men,Hungary,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"BLUHM, Kay",Men,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"PORTWICH, Ramona",Women,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"KLEMENTYEV, Ivans",Men,Latvia,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"BIALKOWSKI, Dariusz",Men,Poland,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"GUTSCHE, Torsten Rene",Men,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"BARTON, Gregory Mark",Men,United States,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"BOIVIN, Olivier",Men,France,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"KOBAN, Rita",Women,Hungary,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"SLIWINSKI, Michal",Men,Unified team,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"ZALA, Gyorgy",Men,Hungary,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"HEUKRODT, Olaf",Men,Germany,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"FIDEL, Laszlo",Men,Hungary,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"WOHLLEBE, Andre Gerhard",Men,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"MESZAROS, Erika",Women,Hungary,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"DOVGALYONOK, Dmitri",Men,Unified team,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"SPELLY, Ingo",Men,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"ABRAHAM, Attila",Men,Hungary,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"KURPIEWSKI, Wojciech",Men,Poland,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"OLSSON, Gunnar",Men,Sweden,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"GUNNARSSON, Susanne",Women,Sweden,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"KEGEL, Oliver Michael",Men,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"FISCHER, Birgit",Women,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"ANDERSSON, Ramon Dean",Men,Australia,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"ROWLING, Ian Mark",Men,Australia,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"GYULAY, Zsolt",Men,Hungary,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"KOBAN, Rita",Women,Hungary,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"STRAUSBAUGH, Scott",Men,United States,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),"AVRIL, Jacky",Men,France,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"WOODWARD, Danielle Anne",Women,Australia,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"LETTMANN, Jochen",Men,Germany,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),"POLLERT, Lukas",Men,Czechoslovakia,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),"MARRIOTT, Gareth John",Men,United Kingdom,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"ADISSON, Franck",Men,France,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"MICHELER-JONES, Elisabeth",Women,Germany,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"CURINIER, Sylvain",Men,France,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"FERRAZZI, Pierpaolo",Men,Italy,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"ROHAN, Jiri",Men,Czechoslovakia,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"JACOBI, Joe",Men,United States,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"FORGUES, Wilfrid",Men,France,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"CHLADEK, Dana",Women,United States,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"SIMEK, Miroslav",Men,Czechoslovakia,Silver
Barcelona,1992,Cycling,Cycling Road,team time trial,"PESCHEL, Uwe",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Road,individual road race,"OZOLS, Dainis",Men,Latvia,Bronze
Barcelona,1992,Cycling,Cycling Road,individual road race,"DEKKER, Erik",Men,Netherlands,Silver
Barcelona,1992,Cycling,Cycling Road,team time trial,"RICH, Michael",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Road,team time trial,"ANASTASIA, Flavio",Men,Italy,Silver
Barcelona,1992,Cycling,Cycling Road,individual road race,"LONGO-CIPRELLI, Jeannie",Women,France,Silver
Barcelona,1992,Cycling,Cycling Road,team time trial,"COLOMBO, Luca",Men,Italy,Silver
Barcelona,1992,Cycling,Cycling Road,team time trial,"GAUMONT, Philippe",Men,France,Bronze
Barcelona,1992,Cycling,Cycling Road,team time trial,"PERON, Andrea",Men,Italy,Silver
Barcelona,1992,Cycling,Cycling Road,team time trial,"CONTRI, Gianfranco",Men,Italy,Silver
Barcelona,1992,Cycling,Cycling Road,team time trial,"DITTERT, Bernd",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Road,individual road race,"KNOL, Monique",Women,Netherlands,Bronze
Barcelona,1992,Cycling,Cycling Road,team time trial,"BOUSSARD, Herve",Men,France,Bronze
Barcelona,1992,Cycling,Cycling Road,team time trial,"MEYER, Christian",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Road,team time trial,"HAREL, Jean-Louis",Men,France,Bronze
Barcelona,1992,Cycling,Cycling Road,individual road race,"CASARTELLI, Fabio",Men,Italy,Gold
Barcelona,1992,Cycling,Cycling Road,team time trial,"FAIVRE-PIERRET, Didier",Men,France,Bronze
Barcelona,1992,Cycling,Cycling Road,individual road race,"WATT, Kathryn Anne",Women,Australia,Gold
Barcelona,1992,Cycling,Cycling Track,individual pursuit,"ROSSNER, Petra",Women,Germany,Gold
Barcelona,1992,Cycling,Cycling Track,sprint,"SALUMAE, Erika",Women,Estonia,Gold
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"FULST, Guido",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Track,1km time trial,"HARTWELL, Erin W.",Men,United States,Bronze
Barcelona,1992,Cycling,Cycling Track,Points Race,"MATHY, Cedric",Men,Belgium,Bronze
Barcelona,1992,Cycling,Cycling Track,sprint,"HARINGA, Ingrid",Women,Netherlands,Bronze
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"FROST, Ken",Men,Denmark,Bronze
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"GLÖCKNER, Michael",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Track,sprint,"NEUMANN, Annett",Women,Germany,Silver
Barcelona,1992,Cycling,Cycling Track,1km time trial,"KELLY, Shane",Men,Australia,Silver
Barcelona,1992,Cycling,Cycling Track,individual pursuit,"TWIGG, Rebecca Lynne",Women,United States,Bronze
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"LEHMANN, Jens",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Track,Individual Pursuit,"LEHMANN, Jens",Men,Germany,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"MCGLEDE, Stephen John",Men,Australia,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"O'GRADY, Stuart",Men,Australia,Silver
Barcelona,1992,Cycling,Cycling Track,Sprint indivual,"FIEDLER, Jens",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Track,1km time trial,"MORENO PERINAN, Jose Manuel",Men,Spain,Gold
Barcelona,1992,Cycling,Cycling Track,Sprint indivual,"HARNETT, Curtis",Men,Canada,Bronze
Barcelona,1992,Cycling,Cycling Track,Individual Pursuit,"BOARDMAN, Christopher Miles",Men,United Kingdom,Gold
Barcelona,1992,Cycling,Cycling Track,Points Race,"LOMBARDI, Giovanni",Men,Italy,Gold
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"MADSEN, Jimmi",Men,Denmark,Bronze
Barcelona,1992,Cycling,Cycling Track,Individual Pursuit,"ANDERSON, Gary John",Men,New Zealand,Bronze
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"SANDSTOD, Michael",Men,Denmark,Bronze
Barcelona,1992,Cycling,Cycling Track,Sprint indivual,"NEIWAND, Garry Malcolm",Men,Australia,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"NILSEN, Klaus Kynde",Men,Denmark,Bronze
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"WALZER, Andreas",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Track,Points Race,"VAN BON, Leon",Men,Netherlands,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"O'BRIEN, Shaun William",Men,Australia,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"AITKEN, Brett",Men,Australia,Silver
Barcelona,1992,Cycling,Cycling Track,individual pursuit,"WATT, Kathryn Anne",Women,Australia,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"STEINWEG, Stefan",Men,Germany,Gold
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"PETERSEN, Jan Bo",Men,Denmark,Bronze
Barcelona,1992,Equestrian,Dressage,team,"TEODORESCU, Monica",Women,Germany,Gold
Barcelona,1992,Equestrian,Dressage,individual,"BALKENHOL, Klaus",Men,Germany,Bronze
Barcelona,1992,Equestrian,Dressage,team,"BONTJE, Ellen",Women,Netherlands,Silver
Barcelona,1992,Equestrian,Dressage,team,"BREDAHL, Charlotte",Women,United States,Bronze
Barcelona,1992,Equestrian,Dressage,team,"WERTH, Isabell",Women,Germany,Gold
Barcelona,1992,Equestrian,Dressage,team,"BALKENHOL, Klaus",Men,Germany,Gold
Barcelona,1992,Equestrian,Dressage,team,"DOVER, Robert Jeffrey",Men,United States,Bronze
Barcelona,1992,Equestrian,Dressage,individual,"WERTH, Isabell",Women,Germany,Silver
Barcelona,1992,Equestrian,Dressage,individual,"UPHOFF-BECKER, Nicole",Women,Germany,Gold
Barcelona,1992,Equestrian,Dressage,team,"POULIN, Michael",Men,United States,Bronze
Barcelona,1992,Equestrian,Dressage,team,"LAVELL, Carol",Women,United States,Bronze
Barcelona,1992,Equestrian,Dressage,team,"BARTELS DE VRIES, Maria Anna",Women,Netherlands,Silver
Barcelona,1992,Equestrian,Dressage,team,"VAN GRUNSVEN, Anky",Women,Netherlands,Silver
Barcelona,1992,Equestrian,Dressage,team,"UPHOFF-BECKER, Nicole",Women,Germany,Gold
Barcelona,1992,Equestrian,Dressage,team,"SANDERS-KEYZER, Annemarie",Women,Netherlands,Silver
Barcelona,1992,Equestrian,Eventing,team,"ROLTON, Gillian",Women,Australia,Gold
Barcelona,1992,Equestrian,Eventing,team,"TAIT, Blyth",Men,New Zealand,Silver
Barcelona,1992,Equestrian,Eventing,individual,"BLÖCKER, Herbert",Men,Germany,Silver
Barcelona,1992,Equestrian,Eventing,team,"GREEN, David Michael",Men,Australia,Gold
Barcelona,1992,Equestrian,Eventing,individual,"TAIT, Blyth",Men,New Zealand,Bronze
Barcelona,1992,Equestrian,Eventing,individual,"RYAN, Matthew Morgan",Men,Australia,Gold
Barcelona,1992,Equestrian,Eventing,team,"RYAN, Matthew Morgan",Men,Australia,Gold
Barcelona,1992,Equestrian,Eventing,team,"EHRENBRINK, Ralf",Men,Germany,Bronze
Barcelona,1992,Equestrian,Eventing,team,"TODD, Mark",Men,New Zealand,Silver
Barcelona,1992,Equestrian,Eventing,team,"LATTA, Victoria Jean",Women,New Zealand,Silver
Barcelona,1992,Equestrian,Eventing,team,"BLÖCKER, Herbert",Men,Germany,Bronze
Barcelona,1992,Equestrian,Eventing,team,"BAUMANN, Matthias Andreas",Men,Germany,Bronze
Barcelona,1992,Equestrian,Eventing,team,"NICHOLSON, Andrew",Men,New Zealand,Silver
Barcelona,1992,Equestrian,Eventing,team,"MYSEGAES, Cord Hermann",Men,Germany,Bronze
Barcelona,1992,Equestrian,Eventing,team,"HOY, Andrew",Men,Australia,Gold
Barcelona,1992,Equestrian,Jumping,team,"BOURDY, Hubert",Men,France,Bronze
Barcelona,1992,Equestrian,Jumping,individual,"BEERBAUM, Ludger",Men,Germany,Gold
Barcelona,1992,Equestrian,Jumping,team,"TOPS, Jan",Men,Netherlands,Gold
Barcelona,1992,Equestrian,Jumping,team,"ROMP, Bert",Men,Netherlands,Gold
Barcelona,1992,Equestrian,Jumping,team,"GODIGNON, Herve",Men,France,Bronze
Barcelona,1992,Equestrian,Jumping,team,"MUNZNER, Joerg",Men,Austria,Silver
Barcelona,1992,Equestrian,Jumping,team,"LANSINK, Jos",Men,Netherlands,Gold
Barcelona,1992,Equestrian,Jumping,individual,"RAYMAKERS, Piet",Men,Netherlands,Silver
Barcelona,1992,Equestrian,Jumping,individual,"DELLO JOIO, Norman",Men,United States,Bronze
Barcelona,1992,Equestrian,Jumping,team,"BOOR, Boris",Men,Austria,Silver
Barcelona,1992,Equestrian,Jumping,team,"ROBERT, Michel",Men,France,Bronze
Barcelona,1992,Equestrian,Jumping,team,"SIMON, Hugo",Men,Austria,Silver
Barcelona,1992,Equestrian,Jumping,team,"FRUHMANN, Thomas",Men,Austria,Silver
Barcelona,1992,Equestrian,Jumping,team,"NAVET, Eric",Men,France,Bronze
Barcelona,1992,Equestrian,Jumping,team,"RAYMAKERS, Piet",Men,Netherlands,Gold
Barcelona,1992,Fencing,Fencing,sabre team,"CHIRCHOV, Aleksander",Men,Unified team,Gold
Barcelona,1992,Fencing,Fencing,épée team,"FELISIAK, Robert",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,foil team,"GARCIA PEREZ, Oscar",Men,Cuba,Silver
Barcelona,1992,Fencing,Fencing,épée team,"KOLCZONAI, Erno",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,épée team,"PROSKE, Uwe Gerhard",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,sabre team,"KOVES, Csaba",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,foil team,"SOBCZAK, Ryszard",Men,Poland,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"POGOSSOV, Gueorgui",Men,Unified team,Gold
Barcelona,1992,Fencing,Fencing,foil team,"VACCARONI, Dorina",Women,Italy,Gold
Barcelona,1992,Fencing,Fencing,foil team,"GREGORY, Elvis",Men,Cuba,Silver
Barcelona,1992,Fencing,Fencing,foil individual,"GREGORY, Elvis",Men,Cuba,Bronze
Barcelona,1992,Fencing,Fencing,épée team,"KRAVTCHOUK, Serguei",Men,Unified team,Bronze
Barcelona,1992,Fencing,Fencing,épée individual,"KOLOBKOV, Pavel",Men,Unified team,Silver
Barcelona,1992,Fencing,Fencing,épée individual,"HENRY, Jean-Michel",Men,France,Bronze
Barcelona,1992,Fencing,Fencing,épée team,"HEGEDUS, Ferenc",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,sabre team,"SZABO, Bence",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,épée team,"CHOUVALOV, Andrei",Men,Unified team,Bronze
Barcelona,1992,Fencing,Fencing,épée team,"ZAKHAREVITCH, Valeri",Men,Unified team,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"GUICHOT, Pierre",Men,France,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"DUCHEIX, Franck",Men,France,Bronze
Barcelona,1992,Fencing,Fencing,sabre individual,"SZABO, Bence",Men,Hungary,Gold
Barcelona,1992,Fencing,Fencing,sabre team,"BUJDOSO, Imre",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,foil individual,"WANG, Huifeng",Women,China,Silver
Barcelona,1992,Fencing,Fencing,foil team,"WEISSENBORN, Ingo",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,foil team,"TRILLINI, Giovanna",Women,Italy,Gold
Barcelona,1992,Fencing,Fencing,foil team,"BAU, Sabine Christiane",Women,Germany,Silver
Barcelona,1992,Fencing,Fencing,foil team,"SIESS, Cezary",Men,Poland,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"DAURELLE, Jean-Philippe",Men,France,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"GUTTSAYT, Vadim",Men,Unified team,Gold
Barcelona,1992,Fencing,Fencing,épée team,"KOLOBKOV, Pavel",Men,Unified team,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"KIRIYENKO, Grigorii",Men,Unified team,Gold
Barcelona,1992,Fencing,Fencing,foil team,"SZABO-LAZAR, Reka Zsofia",Women,Romania,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"GRANGER-VEYRON, Herve",Men,France,Bronze
Barcelona,1992,Fencing,Fencing,sabre individual,"MARIN, Marco",Men,Italy,Silver
Barcelona,1992,Fencing,Fencing,sabre team,"NEBALD, György",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,foil team,"DOBMEIER, Annette",Women,Germany,Silver
Barcelona,1992,Fencing,Fencing,épée team,"KOSTAREV, Serguei",Men,Unified team,Bronze
Barcelona,1992,Fencing,Fencing,foil team,"CARLESCU BADEA, Laura Gabriela",Women,Romania,Bronze
Barcelona,1992,Fencing,Fencing,foil team,"SCHRECK, Ulrich Rainer",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,foil team,"KRZESINSKI, Adam",Men,Poland,Bronze
Barcelona,1992,Fencing,Fencing,épée individual,"SRECKI, Eric",Men,France,Gold
Barcelona,1992,Fencing,Fencing,foil team,"WEIDNER, Thorsten",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,foil team,"GARCIA MARTURELL, Hermenegildo",Men,Cuba,Silver
Barcelona,1992,Fencing,Fencing,foil team,"BORTOLOZZI BORELLA, Francesca",Women,Italy,Gold
Barcelona,1992,Fencing,Fencing,épée team,"BORRMANN, Elmar",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,foil team,"DUMITRESCU, Roxana Daniela",Women,Romania,Bronze
Barcelona,1992,Fencing,Fencing,foil individual,"OMNES, Philippe",Men,France,Gold
Barcelona,1992,Fencing,Fencing,foil team,"WEBER-KOSZTO, Monika",Women,Germany,Silver
Barcelona,1992,Fencing,Fencing,foil team,"SYPNIEWSKI, Marian",Men,Poland,Bronze
Barcelona,1992,Fencing,Fencing,foil team,"BETANCOURT SCULL, Guillermo",Men,Cuba,Silver
Barcelona,1992,Fencing,Fencing,sabre individual,"LAMOUR, Jean-Francois",Men,France,Bronze
Barcelona,1992,Fencing,Fencing,foil team,"TUFAN, Elisabeta",Women,Romania,Bronze
Barcelona,1992,Fencing,Fencing,foil team,"GRIGORESCU, Claudia Laura",Women,Romania,Bronze
Barcelona,1992,Fencing,Fencing,foil team,"FUNKENHAUSER, Zita-Eva",Women,Germany,Silver
Barcelona,1992,Fencing,Fencing,épée team,"KOVACS, Ivan",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,épée team,"REZNITCHENKO, Vladimir",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,épée team,"TOTOLA, Gabor",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,foil team,"WAGNER, Udo",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,foil team,"FICHTEL-MAURITZ, Anja",Women,Germany,Silver
Barcelona,1992,Fencing,Fencing,foil team,"KIELPIKOWSKI, Piotr",Men,Poland,Bronze
Barcelona,1992,Fencing,Fencing,foil individual,"GOLUBYTSKY, Serguei",Men,Unified team,Silver
Barcelona,1992,Fencing,Fencing,sabre team,"ABAY, Peter",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,foil individual,"SADOVSKAIA, Tatiana",Women,Unified team,Bronze
Barcelona,1992,Fencing,Fencing,épée team,"SCHMITT, Arnd Rüdiger",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,épée team,"KULCSAR, Krisztian",Men,Hungary,Silver
Barcelona,1992,Fencing,Fencing,foil team,"DIAZ BABIER, Tulio",Men,Cuba,Silver
Barcelona,1992,Fencing,Fencing,foil team,"ZALAFFI, Margherita",Women,Italy,Gold
Barcelona,1992,Fencing,Fencing,foil individual,"TRILLINI, Giovanna",Women,Italy,Gold
Barcelona,1992,Fencing,Fencing,sabre team,"LAMOUR, Jean-Francois",Men,France,Bronze
Barcelona,1992,Fencing,Fencing,foil team,"KOCH, Alexander",Men,Germany,Gold
Barcelona,1992,Fencing,Fencing,sabre team,"POZDNYAKOV, Stanislav",Men,Unified team,Gold
Barcelona,1992,Fencing,Fencing,foil team,"BIANCHEDI, Diana",Women,Italy,Gold
Barcelona,1992,Football,Football,football,"SWIERCZEWSKI, Piotr",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"PREKO, Yaw",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"FERRER LLOPIS, Albert",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"LASA GOICOECHEA, Mikel",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"AYEW, Kwame",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"JALOCHA, Marcin",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"KUMAH, Samuel Ablade",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"SOLOZABAL VILLANUEVA, Roberto",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"KOZMINSKI, Marek",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"ASARE, Isaac",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"KLAK, Aleksander",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"FERNANDEZ ANTUÑA, Abelardo",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"WALDOCH, Tomasz",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"KOWALCZYK, Wojciech",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"AMANKWAH, Frank",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"ARYEE, Bernard Nii",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"KOBYLANSKI, Andrzej",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"PEREZ MUÑOZ, Alfonso",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"LAPINSKI, Tomasz",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"LAMPTEY, Nii Odartey",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"JUSKOWIAK, Andrzej",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"QUAYE, Shamo",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"ACHEAMPONG, Joachin Yaw",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"LOPEZ MARTINEZ, Juan",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"ADDO, Simon",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"JIMENEZ SISTACHS, Antonio",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"GARGO, Mohammed",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"AMAVISCA GARATE, Jose",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"BERGES MARIN, Rafael",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"NARVAEZ, Quico",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"GUARDIOLA SALA, Josep",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"STANIEK, Ryszard",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"ADJEI, Sammi",Men,Ghana,Bronze
Barcelona,1992,Football,Football,football,"BRZECZEK, Jerzy",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"GESIOR, Dariusz",Men,Poland,Silver
Barcelona,1992,Football,Football,football,"MARTINEZ GARCIA, Luis Enrique",Men,Spain,Gold
Barcelona,1992,Football,Football,football,"DOSSEY, Ibrahim",Men,Ghana,Bronze
Barcelona,1992,Gymnastics,Artistic G.,vault,"MILOSOVICI, Lavinia Corina",Women,Romania,Gold
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"MILLER, Shannon",Women,United States,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GROUDNEVA, Elena",Women,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"SCHERBO, Vitaly",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"MATSUNAGA, Masayuki",Men,Japan,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"CHUSOVITINA, Oxana.",Women,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"BONTAS, Cristina",Women,Romania,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"BOGUINSKAIA, Svetlana",Women,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"KOROBCHINSKI, Igor",Men,Unified team,Bronze
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"MILOSOVICI, Lavinia Corina",Women,Romania,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Jing",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,pommel horse,"SCHERBO, Vitaly",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"NECULITA, Maria",Women,Romania,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"ZMESKAL, Kim",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GALIEVA, Roza",Women,Unified team,Gold
